Antibiotic,Position,MIC,QC
meropenem_batch_2_run1,F2,<0.00390625,W
meropenem_batch_2_run1,F3,<0.00390625,W
meropenem_batch_2_run1,F4,<0.00390625,W
meropenem_batch_2_run1,F5,0.5,W
meropenem_batch_2_run1,F6,0.5,F
meropenem_batch_2_run1,F7,0.25,F
meropenem_batch_2_run1,F8,1.0,W
meropenem_batch_2_run1,F9,<0.00390625,W
meropenem_batch_2_run1,F10,<0.00390625,W
meropenem_batch_2_run1,F11,<0.00390625,W
meropenem_batch_2_run1,F12,<0.00390625,W
meropenem_batch_2_run1,G1,<0.00390625,W
meropenem_batch_2_run1,G2,<0.00390625,W
meropenem_batch_2_run1,G3,<0.00390625,W
meropenem_batch_2_run1,G4,<0.00390625,W
meropenem_batch_2_run1,G5,<0.00390625,W
meropenem_batch_2_run1,G6,0.25,W
meropenem_batch_2_run1,G7,0.25,W
meropenem_batch_2_run1,G8,<0.00390625,W
meropenem_batch_2_run1,G9,<0.00390625,W
meropenem_batch_2_run1,G10,<0.00390625,W
meropenem_batch_2_run1,G11,<0.00390625,W
meropenem_batch_2_run1,G12,<0.00390625,W
meropenem_batch_2_run1,H1,<0.00390625,W
meropenem_batch_2_run1,H2,<0.00390625,W
meropenem_batch_2_run1,H3,<0.00390625,W
meropenem_batch_2_run1,H4,<0.00390625,W
meropenem_batch_2_run1,H5,<0.00390625,W
meropenem_batch_2_run1,H6,<0.00390625,W
meropenem_batch_2_run1,H7,<0.00390625,F
meropenem_batch_2_run1,H8,<0.00390625,F
meropenem_batch_2_run1,H9,<0.00390625,W
meropenem_batch_2_run1,H10,<0.00390625,W
meropenem_batch_2_run1,H11,<0.00390625,W
meropenem_batch_2_run1,H12,<0.00390625,F
meropenem_batch_1_run2_2023-03-08,A1,1.0,P
meropenem_batch_1_run2_2023-03-08,A2,1.0,P
meropenem_batch_1_run2_2023-03-08,A3,0.5,P
meropenem_batch_1_run2_2023-03-08,A4,0.5,P
meropenem_batch_1_run2_2023-03-08,A5,1.0,P
meropenem_batch_1_run2_2023-03-08,A6,0.5,P
meropenem_batch_1_run2_2023-03-08,A7,0.5,P
meropenem_batch_1_run2_2023-03-08,A8,8.0,P
meropenem_batch_1_run2_2023-03-08,A9,>8.0,P
meropenem_batch_1_run2_2023-03-08,A10,1.0,P
meropenem_batch_1_run2_2023-03-08,A11,0.03125,P
meropenem_batch_1_run2_2023-03-08,A12,1.0,P
meropenem_batch_1_run2_2023-03-08,B1,0.015625,W
meropenem_batch_1_run2_2023-03-08,B2,0.5,P
meropenem_batch_1_run2_2023-03-08,B3,1.0,P
meropenem_batch_1_run2_2023-03-08,B4,1.0,P
meropenem_batch_1_run2_2023-03-08,B5,0.5,P
meropenem_batch_1_run2_2023-03-08,B6,0.5,P
meropenem_batch_1_run2_2023-03-08,B7,1.0,P
meropenem_batch_1_run2_2023-03-08,B8,0.25,P
meropenem_batch_1_run2_2023-03-08,B9,2.0,W
meropenem_batch_1_run2_2023-03-08,B10,1.0,P
meropenem_batch_1_run2_2023-03-08,B11,0.5,P
meropenem_batch_1_run2_2023-03-08,B12,4.0,P
meropenem_batch_1_run2_2023-03-08,C1,0.25,P
meropenem_batch_1_run2_2023-03-08,C2,0.25,P
meropenem_batch_1_run2_2023-03-08,C3,>8.0,P
meropenem_batch_1_run2_2023-03-08,C4,<0.00390625,W
meropenem_batch_1_run2_2023-03-08,C5,1.0,P
meropenem_batch_1_run2_2023-03-08,C6,1.0,P
meropenem_batch_1_run2_2023-03-08,C7,0.0625,W
meropenem_batch_1_run2_2023-03-08,C8,1.0,P
meropenem_batch_1_run2_2023-03-08,C9,<0.00390625,W
meropenem_batch_1_run2_2023-03-08,C10,8.0,P
meropenem_batch_1_run2_2023-03-08,C11,2.0,P
meropenem_batch_1_run2_2023-03-08,C12,0.25,P
meropenem_batch_1_run2_2023-03-08,D1,0.5,P
meropenem_batch_1_run2_2023-03-08,D2,0.5,P
meropenem_batch_1_run2_2023-03-08,D3,0.5,P
meropenem_batch_1_run2_2023-03-08,D4,1.0,P
meropenem_batch_1_run2_2023-03-08,D5,1.0,P
meropenem_batch_1_run2_2023-03-08,D6,1.0,P
meropenem_batch_1_run2_2023-03-08,D7,0.5,P
meropenem_batch_1_run2_2023-03-08,D8,0.25,P
meropenem_batch_1_run2_2023-03-08,D9,1.0,P
meropenem_batch_1_run2_2023-03-08,D10,0.5,P
meropenem_batch_1_run2_2023-03-08,D11,1.0,P
meropenem_batch_1_run2_2023-03-08,D12,<0.00390625,F
meropenem_batch_1_run2_2023-03-08,E1,<0.00390625,F
meropenem_batch_1_run2_2023-03-08,E2,0.5,P
meropenem_batch_1_run2_2023-03-08,E3,0.5,P
meropenem_batch_1_run2_2023-03-08,E4,<0.00390625,W
meropenem_batch_1_run2_2023-03-08,E5,0.5,P
meropenem_batch_1_run2_2023-03-08,E6,>8.0,P
meropenem_batch_1_run2_2023-03-08,E7,1.0,W
meropenem_batch_1_run2_2023-03-08,E8,1.0,P
meropenem_batch_1_run2_2023-03-08,E9,0.5,P
meropenem_batch_1_run2_2023-03-08,E10,0.25,P
meropenem_batch_1_run2_2023-03-08,E11,0.0625,W
meropenem_batch_1_run2_2023-03-08,E12,>8.0,P
meropenem_batch_1_run2_2023-03-08,F1,1.0,P
meropenem_batch_1_run2_2023-03-08,F2,0.5,P
meropenem_batch_1_run2_2023-03-08,F3,0.5,P
meropenem_batch_1_run2_2023-03-08,F4,1.0,P
meropenem_batch_1_run2_2023-03-08,F5,0.25,P
meropenem_batch_1_run2_2023-03-08,F6,0.5,P
meropenem_batch_1_run2_2023-03-08,F7,>8.0,P
meropenem_batch_1_run2_2023-03-08,F8,1.0,P
meropenem_batch_1_run2_2023-03-08,F9,0.5,P
meropenem_batch_1_run2_2023-03-08,F10,0.5,P
meropenem_batch_1_run2_2023-03-08,F11,0.5,P
meropenem_batch_1_run2_2023-03-08,F12,0.5,P
meropenem_batch_1_run2_2023-03-08,G1,1.0,P
meropenem_batch_1_run2_2023-03-08,G2,0.5,P
meropenem_batch_1_run2_2023-03-08,G3,0.0078125,W
meropenem_batch_1_run2_2023-03-08,G4,0.25,P
meropenem_batch_1_run2_2023-03-08,G5,0.5,P
meropenem_batch_1_run2_2023-03-08,G6,0.25,P
meropenem_batch_1_run2_2023-03-08,G7,0.5,P
meropenem_batch_1_run2_2023-03-08,G8,0.5,P
meropenem_batch_1_run2_2023-03-08,G9,1.0,P
meropenem_batch_1_run2_2023-03-08,G10,0.5,P
meropenem_batch_1_run2_2023-03-08,G11,1.0,P
meropenem_batch_1_run2_2023-03-08,G12,0.5,P
meropenem_batch_1_run2_2023-03-08,H1,1.0,P
meropenem_batch_1_run2_2023-03-08,H2,1.0,P
meropenem_batch_1_run2_2023-03-08,H3,1.0,P
meropenem_batch_1_run2_2023-03-08,H4,1.0,P
meropenem_batch_1_run2_2023-03-08,H5,0.5,P
meropenem_batch_1_run2_2023-03-08,H6,1.0,P
meropenem_batch_1_run2_2023-03-08,H7,0.25,P
meropenem_batch_1_run2_2023-03-08,H8,2.0,P
meropenem_batch_1_run2_2023-03-08,H9,0.25,P
meropenem_batch_1_run2_2023-03-08,H10,0.5,P
meropenem_batch_1_run2_2023-03-08,H11,1.0,P
meropenem_batch_1_run2_2023-03-08,H12,<0.00390625,F
meropenem_batch_3_run1,A1,0.0078125,W
meropenem_batch_3_run1,A2,2.0,P
meropenem_batch_3_run1,A3,2.0,P
meropenem_batch_3_run1,A4,2.0,P
meropenem_batch_3_run1,A5,2.0,P
meropenem_batch_3_run1,A6,4.0,P
meropenem_batch_3_run1,A7,2.0,P
meropenem_batch_3_run1,A8,2.0,P
meropenem_batch_3_run1,A9,2.0,P
meropenem_batch_3_run1,A10,0.0078125,W
meropenem_batch_3_run1,A11,0.0078125,W
meropenem_batch_3_run1,A12,<0.00390625,W
meropenem_batch_3_run1,B1,1.0,W
meropenem_batch_3_run1,B2,2.0,P
meropenem_batch_3_run1,B3,2.0,P
meropenem_batch_3_run1,B4,2.0,P
meropenem_batch_3_run1,B5,4.0,P
meropenem_batch_3_run1,B6,1.0,P
meropenem_batch_3_run1,B7,0.5,P
meropenem_batch_3_run1,B8,1.0,W
meropenem_batch_3_run1,B9,0.125,W
meropenem_batch_3_run1,B10,0.125,W
meropenem_batch_3_run1,B11,0.0078125,W
meropenem_batch_3_run1,B12,<0.00390625,F
meropenem_batch_3_run1,C1,1.0,P
meropenem_batch_3_run1,C2,0.5,P
meropenem_batch_3_run1,C3,<0.00390625,W
meropenem_batch_3_run1,C4,2.0,W
meropenem_batch_3_run1,C5,>8.0,W
meropenem_batch_3_run1,C6,2.0,P
meropenem_batch_3_run1,C7,2.0,W
meropenem_batch_3_run1,C8,4.0,P
meropenem_batch_3_run1,C9,0.125,W
meropenem_batch_3_run1,C10,0.125,W
meropenem_batch_3_run1,C11,0.0078125,W
meropenem_batch_3_run1,C12,0.0078125,P
meropenem_batch_3_run1,D1,<0.00390625,W
meropenem_batch_3_run1,D2,2.0,P
meropenem_batch_3_run1,D3,2.0,P
meropenem_batch_3_run1,D4,2.0,P
meropenem_batch_3_run1,D5,>8.0,P
meropenem_batch_3_run1,D6,4.0,P
meropenem_batch_3_run1,D7,8.0,P
meropenem_batch_3_run1,D8,>8.0,P
meropenem_batch_3_run1,D9,2.0,P
meropenem_batch_3_run1,D10,2.0,P
meropenem_batch_3_run1,D11,0.5,P
meropenem_batch_3_run1,D12,0.0078125,W
meropenem_batch_3_run1,E1,<0.00390625,W
meropenem_batch_3_run1,E2,<0.00390625,W
meropenem_batch_3_run1,E3,1.0,P
meropenem_batch_3_run1,E4,1.0,P
meropenem_batch_3_run1,E5,2.0,P
meropenem_batch_3_run1,E6,8.0,P
meropenem_batch_3_run1,E7,0.125,W
meropenem_batch_3_run1,E8,>8.0,P
meropenem_batch_3_run1,E9,8.0,W
meropenem_batch_3_run1,E10,0.125,W
meropenem_batch_3_run1,E11,0.0078125,W
meropenem_batch_3_run1,E12,0.0078125,W
meropenem_batch_3_run1,F1,<0.00390625,W
meropenem_batch_3_run1,F2,0.125,W
meropenem_batch_3_run1,F3,2.0,W
meropenem_batch_3_run1,F4,2.0,W
meropenem_batch_3_run1,F5,1.0,P
meropenem_batch_3_run1,F6,0.125,W
meropenem_batch_3_run1,F7,2.0,W
meropenem_batch_3_run1,F8,>8.0,W
meropenem_batch_3_run1,F9,0.125,W
meropenem_batch_3_run1,F10,0.125,W
meropenem_batch_3_run1,F11,0.0625,W
meropenem_batch_3_run1,F12,0.0078125,W
meropenem_batch_3_run1,G1,<0.00390625,W
meropenem_batch_3_run1,G2,<0.00390625,W
meropenem_batch_3_run1,G3,<0.00390625,W
meropenem_batch_3_run1,G4,2.0,P
meropenem_batch_3_run1,G5,2.0,P
meropenem_batch_3_run1,G6,0.5,P
meropenem_batch_3_run1,G7,0.125,W
meropenem_batch_3_run1,G8,0.0625,W
meropenem_batch_3_run1,G9,0.125,W
meropenem_batch_3_run1,G10,0.0625,W
meropenem_batch_3_run1,G11,0.0078125,W
meropenem_batch_3_run1,G12,0.0078125,P
meropenem_batch_3_run1,H1,<0.00390625,W
meropenem_batch_3_run1,H2,<0.00390625,W
meropenem_batch_3_run1,H3,0.5,W
meropenem_batch_3_run1,H4,1.0,W
meropenem_batch_3_run1,H5,0.5,W
meropenem_batch_3_run1,H6,2.0,W
meropenem_batch_3_run1,H7,0.125,W
meropenem_batch_3_run1,H8,0.125,W
meropenem_batch_3_run1,H9,0.0625,P
meropenem_batch_3_run1,H10,0.0625,W
meropenem_batch_3_run1,H11,0.0078125,W
meropenem_batch_3_run1,H12,0.0078125,W
flomoxef_batch_1_run2_2023-03-08,A1,64.0,P
flomoxef_batch_1_run2_2023-03-08,A2,16.0,P
flomoxef_batch_1_run2_2023-03-08,A3,0.125,P
flomoxef_batch_1_run2_2023-03-08,A4,0.125,P
flomoxef_batch_1_run2_2023-03-08,A5,0.5,P
flomoxef_batch_1_run2_2023-03-08,A6,0.125,W
flomoxef_batch_1_run2_2023-03-08,A7,>64.0,P
flomoxef_batch_1_run2_2023-03-08,A8,>64.0,P
flomoxef_batch_1_run2_2023-03-08,A9,>64.0,P
flomoxef_batch_1_run2_2023-03-08,A10,0.5,P
flomoxef_batch_1_run2_2023-03-08,A11,<0.03125,P
flomoxef_batch_1_run2_2023-03-08,A12,0.25,P
flomoxef_batch_1_run2_2023-03-08,B1,0.125,F
flomoxef_batch_1_run2_2023-03-08,B2,64.0,P
flomoxef_batch_1_run2_2023-03-08,B3,>64.0,P
flomoxef_batch_1_run2_2023-03-08,B4,0.25,P
flomoxef_batch_1_run2_2023-03-08,B5,0.25,P
flomoxef_batch_1_run2_2023-03-08,B6,0.125,P
flomoxef_batch_1_run2_2023-03-08,B7,0.125,P
flomoxef_batch_1_run2_2023-03-08,B8,0.125,P
flomoxef_batch_1_run2_2023-03-08,B9,32.0,P
flomoxef_batch_1_run2_2023-03-08,B10,0.125,P
flomoxef_batch_1_run2_2023-03-08,B11,>64.0,P
flomoxef_batch_1_run2_2023-03-08,B12,1.0,P
flomoxef_batch_1_run2_2023-03-08,C1,0.25,F
flomoxef_batch_1_run2_2023-03-08,C2,0.125,F
flomoxef_batch_1_run2_2023-03-08,C3,16.0,P
flomoxef_batch_1_run2_2023-03-08,C4,8.0,P
flomoxef_batch_1_run2_2023-03-08,C5,0.5,P
flomoxef_batch_1_run2_2023-03-08,C6,>64.0,P
flomoxef_batch_1_run2_2023-03-08,C7,0.5,P
flomoxef_batch_1_run2_2023-03-08,C8,0.125,P
flomoxef_batch_1_run2_2023-03-08,C9,0.125,P
flomoxef_batch_1_run2_2023-03-08,C10,8.0,W
flomoxef_batch_1_run2_2023-03-08,C11,<0.03125,W
flomoxef_batch_1_run2_2023-03-08,C12,<0.03125,P
flomoxef_batch_1_run2_2023-03-08,D1,0.25,P
flomoxef_batch_1_run2_2023-03-08,D2,0.125,P
flomoxef_batch_1_run2_2023-03-08,D3,0.125,W
flomoxef_batch_1_run2_2023-03-08,D4,0.125,W
flomoxef_batch_1_run2_2023-03-08,D5,0.125,W
flomoxef_batch_1_run2_2023-03-08,D6,0.125,P
flomoxef_batch_1_run2_2023-03-08,D7,2.0,P
flomoxef_batch_1_run2_2023-03-08,D8,>64.0,P
flomoxef_batch_1_run2_2023-03-08,D9,>64.0,P
flomoxef_batch_1_run2_2023-03-08,D10,0.25,P
flomoxef_batch_1_run2_2023-03-08,D11,0.125,W
flomoxef_batch_1_run2_2023-03-08,D12,<0.03125,F
flomoxef_batch_1_run2_2023-03-08,E1,<0.03125,F
flomoxef_batch_1_run2_2023-03-08,E2,0.125,P
flomoxef_batch_1_run2_2023-03-08,E3,0.25,P
flomoxef_batch_1_run2_2023-03-08,E4,0.125,P
flomoxef_batch_1_run2_2023-03-08,E5,<0.03125,P
flomoxef_batch_1_run2_2023-03-08,E6,0.125,W
flomoxef_batch_1_run2_2023-03-08,E7,2.0,P
flomoxef_batch_1_run2_2023-03-08,E8,0.125,W
flomoxef_batch_1_run2_2023-03-08,E9,0.125,P
flomoxef_batch_1_run2_2023-03-08,E10,32.0,P
flomoxef_batch_1_run2_2023-03-08,E11,0.25,W
flomoxef_batch_1_run2_2023-03-08,E12,0.25,W
flomoxef_batch_1_run2_2023-03-08,F1,0.25,P
flomoxef_batch_1_run2_2023-03-08,F2,0.125,P
flomoxef_batch_1_run2_2023-03-08,F3,>64.0,P
flomoxef_batch_1_run2_2023-03-08,F4,0.5,P
flomoxef_batch_1_run2_2023-03-08,F5,8.0,P
flomoxef_batch_1_run2_2023-03-08,F6,0.125,P
flomoxef_batch_1_run2_2023-03-08,F7,16.0,P
flomoxef_batch_1_run2_2023-03-08,F8,0.125,P
flomoxef_batch_1_run2_2023-03-08,F9,32.0,P
flomoxef_batch_1_run2_2023-03-08,F10,>64.0,P
flomoxef_batch_1_run2_2023-03-08,F11,0.125,P
flomoxef_batch_1_run2_2023-03-08,F12,0.125,P
flomoxef_batch_1_run2_2023-03-08,G1,>64.0,P
flomoxef_batch_1_run2_2023-03-08,G2,0.125,P
flomoxef_batch_1_run2_2023-03-08,G3,64.0,P
flomoxef_batch_1_run2_2023-03-08,G4,0.125,P
flomoxef_batch_1_run2_2023-03-08,G5,0.125,P
flomoxef_batch_1_run2_2023-03-08,G6,0.125,W
flomoxef_batch_1_run2_2023-03-08,G7,0.125,P
flomoxef_batch_1_run2_2023-03-08,G8,<0.03125,P
flomoxef_batch_1_run2_2023-03-08,G9,0.25,P
flomoxef_batch_1_run2_2023-03-08,G10,>64.0,P
flomoxef_batch_1_run2_2023-03-08,G11,0.25,P
flomoxef_batch_1_run2_2023-03-08,G12,32.0,P
flomoxef_batch_1_run2_2023-03-08,H1,0.25,P
flomoxef_batch_1_run2_2023-03-08,H2,<0.03125,P
flomoxef_batch_1_run2_2023-03-08,H3,0.5,P
flomoxef_batch_1_run2_2023-03-08,H4,0.5,P
flomoxef_batch_1_run2_2023-03-08,H5,0.125,P
flomoxef_batch_1_run2_2023-03-08,H6,0.125,P
flomoxef_batch_1_run2_2023-03-08,H7,16.0,P
flomoxef_batch_1_run2_2023-03-08,H8,>64.0,P
flomoxef_batch_1_run2_2023-03-08,H9,0.125,P
flomoxef_batch_1_run2_2023-03-08,H10,0.5,P
flomoxef_batch_1_run2_2023-03-08,H11,>64.0,P
flomoxef_batch_1_run2_2023-03-08,H12,<0.03125,F
flomoxef_batch_3_run2_2023-03-09,A1,0.25,P
flomoxef_batch_3_run2_2023-03-09,A2,1.0,W
flomoxef_batch_3_run2_2023-03-09,A3,0.125,P
flomoxef_batch_3_run2_2023-03-09,A4,64.0,P
flomoxef_batch_3_run2_2023-03-09,A5,4.0,P
flomoxef_batch_3_run2_2023-03-09,A6,0.0625,W
flomoxef_batch_3_run2_2023-03-09,A7,0.25,P
flomoxef_batch_3_run2_2023-03-09,A8,0.125,P
flomoxef_batch_3_run2_2023-03-09,A9,0.5,P
flomoxef_batch_3_run2_2023-03-09,A10,0.5,P
flomoxef_batch_3_run2_2023-03-09,A11,4.0,P
flomoxef_batch_3_run2_2023-03-09,A12,0.25,P
flomoxef_batch_3_run2_2023-03-09,B1,1.0,P
flomoxef_batch_3_run2_2023-03-09,B2,0.0625,W
flomoxef_batch_3_run2_2023-03-09,B3,0.25,P
flomoxef_batch_3_run2_2023-03-09,B4,0.25,P
flomoxef_batch_3_run2_2023-03-09,B5,>64.0,P
flomoxef_batch_3_run2_2023-03-09,B6,4.0,P
flomoxef_batch_3_run2_2023-03-09,B7,0.125,P
flomoxef_batch_3_run2_2023-03-09,B8,0.125,P
flomoxef_batch_3_run2_2023-03-09,B9,>64.0,P
flomoxef_batch_3_run2_2023-03-09,B10,8.0,P
flomoxef_batch_3_run2_2023-03-09,B11,32.0,W
flomoxef_batch_3_run2_2023-03-09,B12,>64.0,P
flomoxef_batch_3_run2_2023-03-09,C1,0.25,P
flomoxef_batch_3_run2_2023-03-09,C2,0.125,P
flomoxef_batch_3_run2_2023-03-09,C3,16.0,P
flomoxef_batch_3_run2_2023-03-09,C4,0.5,P
flomoxef_batch_3_run2_2023-03-09,C5,0.125,P
flomoxef_batch_3_run2_2023-03-09,C6,0.125,P
flomoxef_batch_3_run2_2023-03-09,C7,0.125,P
flomoxef_batch_3_run2_2023-03-09,C8,32.0,W
flomoxef_batch_3_run2_2023-03-09,C9,32.0,W
flomoxef_batch_3_run2_2023-03-09,C10,0.5,P
flomoxef_batch_3_run2_2023-03-09,C11,0.25,P
flomoxef_batch_3_run2_2023-03-09,C12,0.5,P
flomoxef_batch_3_run2_2023-03-09,D1,0.25,W
flomoxef_batch_3_run2_2023-03-09,D2,0.25,W
flomoxef_batch_3_run2_2023-03-09,D3,0.25,W
flomoxef_batch_3_run2_2023-03-09,D4,0.125,P
flomoxef_batch_3_run2_2023-03-09,D5,0.125,P
flomoxef_batch_3_run2_2023-03-09,D6,0.5,P
flomoxef_batch_3_run2_2023-03-09,D7,>64.0,P
flomoxef_batch_3_run2_2023-03-09,D8,32.0,P
flomoxef_batch_3_run2_2023-03-09,D9,8.0,W
flomoxef_batch_3_run2_2023-03-09,D10,0.125,P
flomoxef_batch_3_run2_2023-03-09,D11,<0.03125,F
flomoxef_batch_3_run2_2023-03-09,D12,0.125,P
flomoxef_batch_3_run2_2023-03-09,E1,0.125,P
flomoxef_batch_3_run2_2023-03-09,E2,0.125,W
flomoxef_batch_3_run2_2023-03-09,E3,0.25,P
flomoxef_batch_3_run2_2023-03-09,E4,8.0,P
flomoxef_batch_3_run2_2023-03-09,E5,0.125,P
flomoxef_batch_3_run2_2023-03-09,E6,>64.0,P
flomoxef_batch_3_run2_2023-03-09,E7,<0.03125,F
flomoxef_batch_3_run2_2023-03-09,E8,32.0,P
flomoxef_batch_3_run2_2023-03-09,E9,32.0,W
flomoxef_batch_3_run2_2023-03-09,E10,0.125,P
flomoxef_batch_3_run2_2023-03-09,E11,4.0,P
flomoxef_batch_3_run2_2023-03-09,E12,4.0,P
flomoxef_batch_3_run2_2023-03-09,F1,<0.03125,P
flomoxef_batch_3_run2_2023-03-09,F2,<0.03125,F
flomoxef_batch_3_run2_2023-03-09,F3,<0.03125,W
flomoxef_batch_3_run2_2023-03-09,F4,<0.03125,P
flomoxef_batch_3_run2_2023-03-09,F5,0.0625,W
flomoxef_batch_3_run2_2023-03-09,F6,<0.03125,P
flomoxef_batch_3_run2_2023-03-09,F7,32.0,P
flomoxef_batch_3_run2_2023-03-09,F8,<0.03125,W
flomoxef_batch_3_run2_2023-03-09,F9,0.0625,P
flomoxef_batch_3_run2_2023-03-09,F10,<0.03125,W
flomoxef_batch_3_run2_2023-03-09,F11,<0.03125,W
flomoxef_batch_3_run2_2023-03-09,F12,<0.03125,W
flomoxef_batch_3_run2_2023-03-09,G1,0.25,P
flomoxef_batch_3_run2_2023-03-09,G2,4.0,P
flomoxef_batch_3_run2_2023-03-09,G3,0.5,P
flomoxef_batch_3_run2_2023-03-09,G4,64.0,P
flomoxef_batch_3_run2_2023-03-09,G5,4.0,P
flomoxef_batch_3_run2_2023-03-09,G6,0.125,P
flomoxef_batch_3_run2_2023-03-09,G7,0.125,P
flomoxef_batch_3_run2_2023-03-09,G8,0.25,P
flomoxef_batch_3_run2_2023-03-09,G9,32.0,W
flomoxef_batch_3_run2_2023-03-09,G10,0.5,P
flomoxef_batch_3_run2_2023-03-09,G11,0.125,P
flomoxef_batch_3_run2_2023-03-09,G12,0.5,P
flomoxef_batch_3_run2_2023-03-09,H1,0.125,P
flomoxef_batch_3_run2_2023-03-09,H2,0.25,P
flomoxef_batch_3_run2_2023-03-09,H3,0.125,P
flomoxef_batch_3_run2_2023-03-09,H4,4.0,P
flomoxef_batch_3_run2_2023-03-09,H5,0.125,P
flomoxef_batch_3_run2_2023-03-09,H6,0.25,W
flomoxef_batch_3_run2_2023-03-09,H7,0.125,P
flomoxef_batch_3_run2_2023-03-09,H8,0.0625,P
flomoxef_batch_3_run2_2023-03-09,H9,>64.0,W
flomoxef_batch_3_run2_2023-03-09,H10,0.125,P
flomoxef_batch_3_run2_2023-03-09,H11,32.0,P
flomoxef_batch_3_run2_2023-03-09,H12,<0.03125,F
meropenem_batch_2_run2_2023-03-07,A1,0.5,P
meropenem_batch_2_run2_2023-03-07,A2,0.5,P
meropenem_batch_2_run2_2023-03-07,A3,2.0,P
meropenem_batch_2_run2_2023-03-07,A4,1.0,P
meropenem_batch_2_run2_2023-03-07,A5,0.5,P
meropenem_batch_2_run2_2023-03-07,A6,0.5,P
meropenem_batch_2_run2_2023-03-07,A7,0.25,P
meropenem_batch_2_run2_2023-03-07,A8,0.5,P
meropenem_batch_2_run2_2023-03-07,A9,2.0,P
meropenem_batch_2_run2_2023-03-07,A10,0.5,P
meropenem_batch_2_run2_2023-03-07,A11,1.0,P
meropenem_batch_2_run2_2023-03-07,A12,0.5,P
meropenem_batch_2_run2_2023-03-07,B1,1.0,P
meropenem_batch_2_run2_2023-03-07,B2,1.0,P
meropenem_batch_2_run2_2023-03-07,B3,0.25,P
meropenem_batch_2_run2_2023-03-07,B4,0.5,P
meropenem_batch_2_run2_2023-03-07,B5,2.0,P
meropenem_batch_2_run2_2023-03-07,B6,0.125,P
meropenem_batch_2_run2_2023-03-07,B7,2.0,P
meropenem_batch_2_run2_2023-03-07,B8,0.5,P
meropenem_batch_2_run2_2023-03-07,B9,2.0,P
meropenem_batch_2_run2_2023-03-07,B10,0.5,P
meropenem_batch_2_run2_2023-03-07,B11,0.5,P
meropenem_batch_2_run2_2023-03-07,B12,0.25,P
meropenem_batch_2_run2_2023-03-07,C1,0.5,P
meropenem_batch_2_run2_2023-03-07,C2,0.125,P
meropenem_batch_2_run2_2023-03-07,C3,1.0,P
